imdb_id,movie_title,average_star_rating_movie,release_year_movie,vote_count_movie,duration_movie,movie_rating,review_text
tt0396171,12. Perfume: The Story of a Murderer,7.5,2006,273000.0,2h 27m,R,"With &quot;The Perfume&quot; it&#39;s like with any blockbuster movie: if the critics praise it, it&#39;s horrible - if the critics hate it, it&#39;s brilliant.I had the chance to watch a preview of &quot;The Perfume&quot; tonight and I was very surprised: this movie is really good! Okay, it can&#39;t actually make you smell all the scents and odours, but the images and the music allow you to experience the atmosphere and the emotions Grenouille is feeling when he takes in the scents of his environment. You couldn&#39;t have done this much better without the use of real scents at theatres.Although much of the story is told by a narrative voice (mostly quotes from the novel), the movie is still thrilling and exciting all the way. It&#39;s a very good adaption of Süskind&#39;s novel, sticking to the original plot concerning the major events, leaving away unnecessary subplots (although it&#39;s a pity that funny &quot;lethal gas&quot;-plot was cut out!) and shortening long passages. The result is well-constructed movie that is worth seeing.The actors, especially Whishaw who plays Grenouille, have done a very good job. Like in the novel, Grenouille is an ambivalent character and you never know whether to love him for his genius talent or to hate him for his cruel murders. Whishaw&#39;s half-crazy, scary gaze made me shiver. Dustin Hoffman as old and unsuccessful parfumeur Baldini was very convincing... I loved the way he talks to Grenouille arrogantly although he recognizes how much more talent the young man has. Baldini is always good for a laugh.The only thing to criticize is that the movie is not as brutal as the novel. I think they wanted to avoid the FSK 16 rating and so didn&#39;t show much violence, which in my opinion would have been necessary if you wanted the movie to have the same shocking impact on the audience as the novel. For example I was really shocked by the end of the novel - in the movie you hardly see what happens.However, it&#39;s really a thrilling story visualized excellently - go to the movies and watch &quot;The Perfume&quot;! You won&#39;t be disappointed."
tt0458352,13. The Devil Wears Prada,6.9,2006,499000.0,1h 49m,PG-13,"We in the United States like to believe that we reside in a country without royalty and nobility. The only people who think that there is true egalitarianism have never worked in the Entertainment and Media Industries. There is an aristocratic elite, no question, and it is not exactly made up of politicians (although there are some). It is largely composed of those who control media, particularly in television, film, radio, music, fashion, and print. They control what get&#39;s seen and what doesn&#39;t. When these people put on huge events that involve the press, cameras, and limousines, the public comes out to pay unquestioned homage to these elites, often on the sideline behind a barricade. With cameras flashing, these people are treated like the royalty of the 17th and 18th centuries. &quot;The Devil Wears Prada&quot; examines what is like to be in the inner circle of one of these elites.In addition to the public&#39;s clamoring to glimpse these powerful elites, another segment of the population desires to become one of these people by trying to &quot;break into&quot; the media business. Since there are many more people who dream of being in these circles than there are spots available, this gives enormous power to those already on the inside, particularly those who have sway to either make or break an up-and-coming career. &quot;The Devil Wears Prada&quot; chronicles an aspiring journalist who lands a dream job that, she is told, &quot;thousands would kill for&quot;: being the personal assistant to the editor of one of the largest fashion magazines, Runway, whose editor-in-chief makes Bill Gates seem like a softy. The character, Miranda Priestly (played by Meryl Streep in a tour-de-force Oscar-nominated performance) is in fact modeled after real-life Vogue Magazine editor Anna Wintour whose chilling detachment from those around her, her ability to make or break fashion careers, and her cut-throat demands on her staff have become legendary throughout the fashion world.In the film, the corporation that is &quot;Runway&quot; is no democracy. It is feudalism, with Mirander the absolute queen ruling over her dominion of serfs who constantly scatter about trying to please her. The central character, Andy Sachs, is plunged into this Madison Avenue purgatory without knowing the rules of the game. A journalism-major from Northwestern, Andy knows next to nothing about the fashion world, but it&#39;s not just the fashion world--it&#39;s the world of the elite in New York. Since everyone wants to gain favor from the higher-ups in order to step up the ladder, there&#39;s often over-the-top deference to those in elite positions. I half-expected her female assistants to curtsy when Mirander entered the office. Mirander knows perfectly-well her status and she uses it, often flaunts it, to her advantage. Her staff run around like castle servants anticipating the arrival of the Lady of the Manor.Streep is magnificent as her voice never reaches past mezzo-piano. When one of her staff has transgressed, or simply cannot fulfill her expectation (I doubt Superman could hold a job there), in the softest tone possible she expresses her disappointment. And yet, the anticipation of her negative reaction is what makes for moments of anti-gravitational intensity. Of course, she never compliments anyone when they&#39;ve done well. Excellent performance is taken for granted in this kingdom. I&#39;ve never found the raging tyrant frightening. Rather, it is the even-tempered soft-spoken empress with absolute power who sends anyone who to displeases her to the block with a disinterested wave of the figure that is the most terrifying.At one point in the film, Andy chuckles when Miranda fusses over some seemingly identical-looking belts which of course spawns a lecture about how Andy&#39;s current wardrobe was in fact created by the fashion elite. This does point to another side of the fashion facade which I think may be the point of the film. If you take away the cameras, the celebrities, the allure, the models posing in museums wearing the latest by Christian Dior, at the end of the day all this is about is just jackets, belts, purses, skirts, dresses, and pants. I think one of the characters says as much. These clothes may look wonderful, even stunning, but that&#39;s all they are. They are lifeless pieces of fabric cut in a certain way to make the wearer look appealing but that&#39;s all it is. The fashion industry of course needs to perpetuate the idea that clothing is much more than clothing: that beautiful fashions will create fairy-tale existences for the purchasers. They are meant to represent a life of luxury and splendor and the purchase of these articles will bring you closer to that reality. When it doesn&#39;t, you need to buy more of these clothes. And you need to read Runway (aka Vogue) to tell you what you should buy. Of course, the only ones who actually have these fairy tale existences are the ones providing the clothes. Most of the people buying these fashions are still behind the barricade. Is there an irony here?"
tt0253474,14. The Pianist,8.5,2002,967000.0,2h 30m,R,"Man, I can not get this film out of my head. It is so rare that a movie can affect me the way &quot;The Pianst&quot; did. The last movie that did that was &quot;Casino&quot;. I was really tired when I was watching the movie. It was almost midnight, so I was thinking that I&#39;ll start watching and I&#39;ll finish it in the morning. Did I? No, indeed I did not stop watching. I couldn&#39;t stop it. I just wanted to see what would happen next. I cried during &quot;Schindler&#39;s List&quot;, I sobbed in this film. Everything that happens in this film is so sad. Adrien Brody does a remarkable job of acting in this film. I would very highly recommend this film. Especially if you are a history buff. Please, I think this film should be in the top 10 best films of all time.I looked on the message boards you know and some other user comments that didn&#39;t enjoy this film much, they criticized Adrien Brody&#39;s performance and say that he was boring and only showed emotions that are easy to act. Please, you have got to be kidding me. This man portrayed the total feeling of hopelessness, being alone, being hated. I one time had an audition in high school like this to see if I could improvise, and the way I imagined this feeling is like in dodgeball where you have no one else on your team and you&#39;re the only one left standing, yet on the other team there is 20 big men that are just waiting to wack that ball at you. Adrien couldn&#39;t have done a better job, I was so frightened for him and cried for him during the whole film while he was one the run.Roman Polanski as the director, he himself escaped the terrors of being a prisoner in The Holocaust, yet he lost his mother and other family members. Yes, I&#39;m sure this film must have been hard to re create for him, but he was probably the only director that could have done this movie as brilliantly as he did. He created this story and made it so effective, I called up my mom and told her that I loved her so much because we take so many things for granted. True, this isn&#39;t the 1930&#39;s or 40&#39;s, and we are in America. But it&#39;s still frightening to think that human beings are capable of that much hate and being so brutal to another human. World War II is one of the most frightening wars in history, if you read more about The Holocaust, you get more into it and you should. If you are not interested, then watch this film. It&#39;s a must see, otherwise how else will we learn from our mistakes? The Pianist is a beautiful and extremely dark tale about a man and the struggle to survive. The ending is so powerful and moving to know that sometimes one man can make a difference in a crowd of so many and I&#39;m not talking about Adrien Brody&#39;s character. You&#39;ll see what I mean.10/10"
tt0398808,15. Bridge to Terabithia,7.2,2007,182000.0,1h 36m,PG,"When I sat down to watch Bridge to Terabithia, I did not know quite what to expect. From what I had seen in the trailers, I thought the movie would be about two kids that end up in some magical world, similar to the Chronicles of Narnia (clearly, I did not read the book). Needless to say that I was surprised when actually seeing the movie. I shall not spoil the story for those who have yet to see the movie, but I will say that, in my opinion, this movie is for a more mature audience than one would think. Rather than being a fairytale for youngsters, the movie actually gives the viewer an inside look in a young boy&#39;s life and all the troubles he faces, concerning school, family and friends. The setting overall was a lot darker than expected as well. I can be short about the acting. The child-stars that play the lead roles did a great job and really brought the characters to life. On this subject I must give some credit to the director as well, as it is very difficult to work with children and to get them to play the part exactly the way you want them too. One final aspect of the movie that deserves mentioning is the fact that it does not lean on special effects. Although there is a fair amount of nice CGI present in the film, the story dominates. Which in my opinion, is a lot better than the other way around. Overall, I found the movie very enjoyable, but I would advise parents of young children to find out more about the movie, before deciding on whether or not you&#39;ll let your kids watch it."
tt0431308,16. P.S. I Love You,7.0,2007,222000.0,2h 6m,PG-13,"I saw this movie on a girls-night-out to the movies, and we chose it on the basis of the previews, which had billed it as a romantic comedy. Wow, were they ever wrong! The basic plot is this: Woman loses husband far too early and tragically. Woman grieves for husband, hard. Husband, through a plan pre-arranged before his death, sends woman letters at set intervals, each one causing a fresh stream of tears to fall.The acting was great. Hillary Swank was particularly good in her role, and let us see her vulnerability and conflicting emotions. The supporting cast was all excellent, and ladies, there is more than enough male eye candy in this movie to go around.But - and I strongly warn all of you considering this as a light comedy or a date movie - it&#39;s sad. Very very sad. Even the happy parts are sad. If you go see this, wear waterproof mascara and bring lots of tissues. Don&#39;t say I didn&#39;t warn you."
tt1078588,17. My Sister's Keeper,7.3,2009,101000.0,1h 49m,PG-13,"80/100. This was so much more interesting than I was expecting. It tackles several issues and does so with finesse and without the over the top melodrama movies of this type so often have. It&#39;s touching, thought provoking and it is certainly not predictable. Nick Cassavettes deserves a lot of credit for creating a film that faces the issues without getting too maudlin and does so with sensitivity and objectiveness. The performances are good from everyone. The casting of Cameron Diaz isn&#39;t perhaps the best, but I admire the effort she put into the role. She did very well. The character development is outstanding, you get to know each character and you understand each of their perspectives. Joan Cusack is particularly affecting in an offbeat role for her. Good score, the subtle cinematography is effective."
tt0382625,18. The Da Vinci Code,6.6,2006,472000.0,2h 29m,PG-13,"I&#39;ve read the book, and the movie&#39;s not so bad. Obviously there are many things I&#39;d do different, but in the end it&#39;s 2,5 hours of good entertainment, and isn&#39;t that what the ratings are all about? Personally I think Tom Hanks wasn&#39;t passionate enough for Robert Langdon. That&#39;s why it&#39;s not a 9 for me.A lot of people are too harsh on this one. Mostly because they know the book and have very high expectations. I have to see my first book-to-film where the film is better.Also, you&#39;re not going to hell for watching this movie or reading the book. It&#39;s based on a novel, which is based on a few loose theories, but in the end all it wants to do is to entertain. And that is exactly what both the book and the movie did for me."
tt0808151,19. Angels & Demons,6.7,2009,318000.0,2h 18m,PG-13,"Tom Hanks returns as Dan Brown&#39;s symbologist Robert Langdon in his first adventure Angels &amp; Demons, which Hollywood decided to make after The Da Vinci Code, given the latter&#39;s more controversial subject striking a raw nerve on the faith itself. The Catholic Church was up in arms over the first film, but seemingly nonchalant about this one. And it&#39;s not hard to see why, considering Ron Howard had opted to do a flat-out action piece that serves as a great tourism video of Rome and Vatican City, and would probably boost visitor numbers given the many beautiful on-location scenes, save for St Peter&#39;s Square and Basilica which was a scaled model used.So I guess with the bulk of the budget going toward the sets, the ensemble cast had to be correspondingly scaled down. Ayelet Zurer tried to step into the female void left by Audrey Tautou, but given Tautou&#39;s character then having a lot more stake in the film, Zurer&#39;s scientist Vittoria had a lot less to do other than just waiting in the wings to change some batteries on a canister filled with anti-matter. In the book she&#39;s the fodder of course for Langdon to converse his vast knowledge of the Vatican, the Illuminati and the great feud between the two, but here she&#39;s neither love interest, nor his intellectual equal.Ewan McGregor on the other hand, chews up each scene he&#39;s in as Camerlengo Patrick McKenna, who is temporarily taking care of the Papal office while the other prominent cardinals are in the Sistine Chapel to elect a new Pope. And he plays Patrick with that glint in the eye, with nuances enough to let you know there&#39;s more than meets the eye. There&#39;s no surprises here for readers of the novel, but McGregor&#39;s performance here is one of the highlights of the film as Hanks plays well, Tom Hanks.The book itself is rich with arguably accurate content as always, and had a lot more plot points on science versus religion, and a wealth of information that Dan Brown researched and linked together in an engaging fictional piece of work. While reading the book some years ago, I thought that should a film be made of it, it&#39;s easy to lapse and dwell more on the set action pieces. Sadly, that&#39;s what this Ron Howard film did, with a pace that doesn&#39;t allow a temporary breather. Unlike the first film where you had the characters sit down for some &quot;discussion time&quot; over a cup of tea, this one moved things along so quickly, it&#39;s like reading the book all over again, page after page being skipped just to get to the thick of the action.Catholic reviewers have called Angels &amp; Demons harmless, because I guess it didn&#39;t dwell on its many controversies, unlike The Da Vinci Code which struck a raw nerve at the centre of the faith. And if anything, this film served as a great tourism promotional video with a nice showcase of the many prominent touristy landmarks that would entice many around the world to go pay a visit. Naturally certain areas like the catacombs beneath St Peter&#39;s Basilica, and the Vatican archives remain out of bounds, but the walk along the Path of Illumination, now that&#39;s almost free.Nothing new for those who have read the book other than to see it come alive, but for those who haven&#39;t, this film may just compel you to pick up Dan Brown&#39;s novel just to read a bit more about the significance about the landmarks, and characters such as Galileo, Michelangelo and Bernini who are intricately linked to the plot, but much left unsaid. Satisfying pop-corn entertainment leaving you with nothing spectacular."
tt3062096,20. Inferno,6.2,2016,196000.0,2h 1m,PG-13,"I enjoyed the Inferno film for the most part as I&#39;m very fond of Tom Hanks as Robert Langdon. One of the main reasons that I like these books so much is because they provide such a wealth of background historical information so they&#39;re a prefect blend of education and entertainment.While it was obviously impractical to include an involved literary discussion of Dante&#39;s Inferno in the film, it&#39;s a shame that it was barely touched on at all as to me, it was one of the most interesting aspects of the entire story. Like many, I was also surprised and disappointed by the changed ending. The book&#39;s solution was challenging but elegant; the filmclunky and predictable. Pity."
tt0822832,21. Marley & Me,7.0,2008,172000.0,1h 55m,PG,"When I first saw the previews for Marley and Me, I thought, ugh, another desperate attempt by Jennifer Aniston to resuscitate her career. I used to be a huge Aniston fan back in the &quot;Friends&quot; days, but it&#39;s been years since I&#39;ve seen any of her movies. And as for Owen Wilson, he always seemed like a goof who rode on the wave of his older brother&#39;s success. This movie proved me wrong on both counts.Marley and Me is about a dog, definitely, but it&#39;s just as much about a man (John Grogan, played by Wilson), his wife (Jenny, played by Aniston), and his growing family. The film follows John from his wedding night to the peak of his journalism career a dozen years later, years that are chronicled in his weekly columns for a Florida newspaper. Marley, the lovable but horribly destructive yellow lab, enters his life as a puppy, in an attempt to prepare him and his wife for future children. The dog, as expected, tears apart the house, makes wild escapes, humps the dog trainer, and lovably terrorizes other people. But the film effectively intersperses those episodes with tender, sincere moments of human/dog bonding. Marley is there to comfort Jenny when her husband cannot, adjusts to the children as they grow older, and intrudes on the family&#39;s most private moments. He is a constant, and at times, annoying presence, but Marley underscores the emotional tone of the film without dominating it.Similarly, both Wilson and Aniston deliver understated performances that convey the ups-and-downs of any marriage. While it is the bond between John and Marley that the film explores most deeply, Jenny provides the link between dog, family, and children. In the end, she realizes what Marley has become, and what he has always been, to the two of them. The film&#39;s overall tone - light, humorous, but at times very real - builds up to an ending that is surprisingly moving. Marley and Me is a tender-hearted, easy-going film that will appeal to any dog-lover. But it will also, I think, appeal to anyone who can look back on his or her life and trace a common thread through each passing year. A beloved pet, like Marley, has that unique capability. I wish I could thank my own dog for that. But, as one of the children in the movie tearfully says, I&#39;m sure he already knows."
tt0343818,"22. I, Robot",7.1,2004,596000.0,1h 55m,PG-13,"The film shares the same name as Asimov&#39;s novel, but with some adaptations. But in general, it doesn&#39;t break the three laws. This kind of science fiction film, which integrates human nature and ethics of science and technology, triggers our deep reflection. Human beings and robots have advantages and disadvantages, no matter when, in front of any biological species, we always have the freedom to choose."
